epoch,cert_bound,rho_inf,obs_kappa,optimizer,activation,loss
1500,0.16179020208623832,0.008848786354064941,0.10211555659770966,adamw,gelu,sobolev
1,2.1981963505633373,0.13531184196472168,0.1231033056974411,adamw,gelu,sup
50,2.1857000556228385,0.1342717409133911,0.12500546872615814,adamw,gelu,sup
100,2.118224910785958,0.13070498406887054,0.12650957703590393,adamw,gelu,sup
150,2.0111566557357654,0.12563057243824005,0.1268535554409027,adamw,gelu,sup
200,1.8751856988264963,0.11949966847896576,0.12598304450511932,adamw,gelu,sup
250,1.7215420001037618,0.11251925677061081,0.12353429943323135,adamw,gelu,sup
300,1.5656921402884127,0.10499726235866547,0.11876975744962692,adamw,gelu,sup
350,1.417271008447233,0.09714037925004959,0.11385022848844528,adamw,gelu,sup
400,1.2739977605191561,0.08899372816085815,0.11348357796669006,adamw,gelu,sup
450,1.1401822588976056,0.08086954802274704,0.11416994035243988,adamw,gelu,sup
500,1.017668910857836,0.07298089563846588,0.1147887259721756,adamw,gelu,sup
550,0.9067931346441218,0.06547215580940247,0.11553548276424408,adamw,gelu,sup
600,0.8071525593860853,0.058433569967746735,0.11649791896343231,adamw,gelu,sup
650,0.7177745376867063,0.05191522836685181,0.11751026660203934,adamw,gelu,sup
700,0.6377535057978198,0.04593776911497116,0.11871212720870972,adamw,gelu,sup
750,0.565882154574165,0.04049503058195114,0.12037292867898941,adamw,gelu,sup
800,0.5011207529698671,0.035565316677093506,0.1217975839972496,adamw,gelu,sup
850,0.44318432650004447,0.031139694154262543,0.12295503169298172,adamw,gelu,sup
900,0.39131824962645534,0.027189120650291443,0.12587957084178925,adamw,gelu,sup
950,0.34486848952845245,0.023682616651058197,0.12841755151748657,adamw,gelu,sup
1000,0.30334040256279476,0.020581938326358795,0.13049036264419556,adamw,gelu,sup
1050,0.26632311775809,0.01785638928413391,0.13388825953006744,adamw,gelu,sup
1100,0.23319622600733808,0.015467070043087006,0.13826124370098114,adamw,gelu,sup
1150,0.2039177836521608,0.013381622731685638,0.1427229940891266,adamw,gelu,sup
1200,0.18452410712904543,0.011567696928977966,0.15028437972068787,adamw,gelu,sup
1250,0.16843187639112764,0.009992130100727081,0.1690845787525177,adamw,gelu,sup
1300,0.15341247632172536,0.008625738322734833,0.1884782910346985,adamw,gelu,sup
1350,0.1438273431448881,0.007441610097885132,0.18913480639457703,adamw,gelu,sup
1400,0.14168066638153157,0.006417118012905121,0.1876288801431656,adamw,gelu,sup
1450,0.13846065123649676,0.005531571805477142,0.1860465258359909,adamw,gelu,sup
1500,0.13524063609146195,0.004766494035720825,0.18518519401550293,adamw,gelu,sup
1,2.1981962195405855,0.13474801182746887,0.12489186972379684,adamw,mish,quadratic
50,2.17536327767536,0.13264919817447662,0.12909288704395294,adamw,mish,quadratic
100,2.082561041872469,0.12754589319229126,0.1327008754014969,adamw,mish,quadratic
150,1.9570682364597303,0.12129470705986023,0.13490840792655945,adamw,mish,quadratic
200,1.809035718100003,0.11413472890853882,0.13594664633274078,adamw,mish,quadratic
250,1.650970263553919,0.10636411607265472,0.13531962037086487,adamw,mish,quadratic
300,1.492663727144763,0.09840631484985352,0.13282722234725952,adamw,mish,quadratic
350,1.3406875549825288,0.092288076877594,0.1285625845193863,adamw,mish,quadratic
400,1.2001477036997854,0.08597517013549805,0.12919481098651886,adamw,mish,quadratic
450,1.075286689995598,0.07989603281021118,0.13129036128520966,adamw,mish,quadratic
500,0.9872302947923114,0.07380902767181396,0.13058510422706604,adamw,mish,quadratic
550,0.9021409098005854,0.06697887182235718,0.1295110583305359,adamw,mish,quadratic
600,0.8112457756596229,0.05936312675476074,0.12815533578395844,adamw,mish,quadratic
650,0.7169900389610839,0.05129927396774292,0.1275893747806549,adamw,mish,quadratic
700,0.6203895846100397,0.04332000017166138,0.1282539665699005,adamw,mish,quadratic
750,0.5302291605490651,0.03598809242248535,0.1299280971288681,adamw,mish,quadratic
800,0.4497287819231949,0.029656529426574707,0.13160958886146545,adamw,mish,quadratic
850,0.38318180225914217,0.02445518970489502,0.15785862505435944,adamw,mish,quadratic
900,0.3477616356637593,0.020343124866485596,0.1893998384475708,adamw,mish,quadratic
950,0.3499083124271158,0.017229914665222168,0.1875000149011612,adamw,mish,quadratic
1000,0.3391749286103331,0.015109241008758545,0.18640001118183136,adamw,mish,quadratic
1050,0.31770816097676774,0.013901710510253906,0.18540772795677185,adamw,mish,quadratic
1100,0.2876546862897762,0.013387441635131836,0.18560606241226196,adamw,mish,quadratic
1150,0.27336621301840736,0.013365209102630615,0.16634616255760193,adamw,mish,quadratic
1200,0.2811460328335196,0.013563454151153564,0.1404494345188141,adamw,mish,quadratic
1250,0.289730643522919,0.013898372650146484,0.11628434807062149,adamw,mish,quadratic
1300,0.29865640470197846,0.014303594827651978,0.09421087801456451,adamw,mish,quadratic
1350,0.3072431117554046,0.014712154865264893,0.07521367818117142,adamw,mish,quadratic
1400,0.31582981880883076,0.015091091394424438,0.06743378192186356,adamw,mish,quadratic
1450,0.3228065182897395,0.015440285205841064,0.06771448254585266,adamw,mish,quadratic
1500,0.3297832177706483,0.015748292207717896,0.06773311644792557,adamw,mish,quadratic
1,2.1981962195405855,0.13474801182746887,0.12489186972379684,adamw,mish,robust
50,2.1727683720785413,0.13223056495189667,0.1302119344472885,adamw,mish,robust
100,2.0690980610701515,0.1264568269252777,0.1348300278186798,adamw,mish,robust
150,1.9307044934825095,0.119564488530159,0.13742727041244507,adamw,mish,robust
200,1.7681091893429488,0.11179973185062408,0.13894526660442352,adamw,mish,robust
250,1.5960438227582046,0.10378116369247437,0.13833573460578918,adamw,mish,robust
300,1.4259403908569628,0.09732794761657715,0.13536903262138367,adamw,mish,robust
350,1.2649091053040833,0.09029132127761841,0.131899893283844,adamw,mish,robust
400,1.1097970346033863,0.08148974180221558,0.13170289993286133,adamw,mish,robust
450,0.9840110657837866,0.07184720039367676,0.1299532949924469,adamw,mish,robust
500,0.8788495848386435,0.06243675947189331,0.12677530944347382,adamw,mish,robust
550,0.7781703267167452,0.05460678040981293,0.12487343698740005,adamw,mish,robust
600,0.685695844327156,0.04804403334856033,0.12375478446483612,adamw,mish,robust
650,0.6014593519374241,0.042115651071071625,0.12412586808204651,adamw,mish,robust
700,0.5248624686406738,0.03681439161300659,0.12615768611431122,adamw,mish,robust
750,0.4572421505949427,0.03210897743701935,0.12945915758609772,adamw,mish,robust
800,0.3976718704117988,0.0279562845826149,0.13333332538604736,adamw,mish,robust
850,0.34400495132788533,0.02430795133113861,0.1511225551366806,adamw,mish,robust
900,0.29974346771689414,0.0211138054728508,0.18010392785072327,adamw,mish,robust
950,0.2973147317248806,0.018322952091693878,0.19337016344070435,adamw,mish,robust
1000,0.29946140848823716,0.01589193195104599,0.19156736135482788,adamw,mish,robust
1050,0.2940947165798458,0.013775907456874847,0.19016698002815247,adamw,mish,robust
1100,0.2876546862897762,0.01193682849407196,0.18916349112987518,adamw,mish,robust
1150,0.27906797923635,0.01033935695886612,0.18780727684497833,adamw,mish,robust
1200,0.26833459541956733,0.008954659104347229,0.18692542612552643,adamw,mish,robust
1250,0.25760121160278465,0.007754281163215637,0.18636848032474518,adamw,mish,robust
1300,0.24794116616768022,0.006715491414070129,0.185761958360672,adamw,mish,robust
1350,0.23720778235089754,0.005817443132400513,0.18509894609451294,adamw,mish,robust
1400,0.22969441367914964,0.005042664706707001,0.18491482734680176,adamw,mish,robust
1450,0.21896102986236696,0.00437549501657486,0.18447837233543396,adamw,mish,robust
1500,0.21252099957229734,0.0038030147552490234,0.1825396865606308,adamw,mish,robust
1,2.1981962195405855,0.13474801182746887,0.12489186972379684,adamw,mish,sobolev
50,2.172521001123389,0.1328016221523285,0.1278141438961029,adamw,mish,sobolev
100,2.0770549417563013,0.1277443915605545,0.1302768588066101,adamw,mish,sobolev
150,1.9532482681348,0.12160152941942215,0.13168448209762573,adamw,mish,sobolev
200,1.808643698027007,0.11459366232156754,0.1319214552640915,adamw,mish,sobolev
250,1.6569231512532807,0.10708636790513992,0.13056601583957672,adamw,mish,sobolev
300,1.5122162523764338,0.09962014853954315,0.1262623816728592,adamw,mish,sobolev
350,1.37194473568911,0.0917913168668747,0.12085790187120438,adamw,mish,sobolev
400,1.2366032120788624,0.08375296741724014,0.12030522525310516,adamw,mish,sobolev
450,1.1087238272444597,0.07581151276826859,0.12000764161348343,adamw,mish,sobolev
500,0.9903692068540626,0.06819160282611847,0.1192769706249237,adamw,mish,sobolev
550,0.8825788854194184,0.06103005260229111,0.11989975720643997,adamw,mish,sobolev
600,0.7855542449098435,0.05440584570169449,0.11970514059066772,adamw,mish,sobolev
650,0.699110739779611,0.04836589843034744,0.11989240348339081,adamw,mish,sobolev
700,0.6224938100018552,0.042902104556560516,0.12034077197313309,adamw,mish,sobolev
750,0.5551165391604715,0.03801050782203674,0.12081360071897507,adamw,mish,sobolev
800,0.4959391962095851,0.033651985228061676,0.12202278524637222,adamw,mish,sobolev
850,0.4441737120535904,0.02979733794927597,0.12150432914495468,adamw,mish,sobolev
900,0.3989648356809634,0.026403866708278656,0.12215222418308258,adamw,mish,sobolev
950,0.35944061067934224,0.023423083126544952,0.12172204256057739,adamw,mish,sobolev
1000,0.3251986006669734,0.020825527608394623,0.12166784703731537,adamw,mish,sobolev
1050,0.2954674091934014,0.018564321100711823,0.12065581977367401,adamw,mish,sobolev
1100,0.2695091980104423,0.016598284244537354,0.12059693783521652,adamw,mish,sobolev
1150,0.24701377075351805,0.014894559979438782,0.11886284500360489,adamw,mish,sobolev
1200,0.2275451164607597,0.013423316180706024,0.1187070682644844,adamw,mish,sobolev
1250,0.21049956418169308,0.012154307216405869,0.11578069627285004,adamw,mish,sobolev
1300,0.19590227028463875,0.011061720550060272,0.11508931964635849,adamw,mish,sobolev
1350,0.18323338562450317,0.010123074054718018,0.11445475369691849,adamw,mish,sobolev
1400,0.17237554657147822,0.009318619966506958,0.11408740282058716,adamw,mish,sobolev
1450,0.1628466385329512,0.008620426058769226,0.1127052903175354,adamw,mish,sobolev
1500,0.15465085423697558,0.008157968521118164,0.11358602344989777,adamw,mish,sobolev
1,2.1981962195405855,0.13474801182746887,0.12489186972379684,adamw,mish,sup
50,2.182335260337209,0.13353750109672546,0.12675943970680237,adamw,mish,sup
100,2.0930029000667867,0.12935061752796173,0.12703116238117218,adamw,mish,sup
150,1.964278287461363,0.12373892217874527,0.12614241242408752,adamw,mish,sup
200,1.8089707308151748,0.11711306869983673,0.12378989905118942,adamw,mish,sup
250,1.6426613247340327,0.1097550094127655,0.11990192532539368,adamw,mish,sup
300,1.4760961622416313,0.10194049030542374,0.11409145593643188,adamw,mish,sup
350,1.3168925130517926,0.0939340889453888,0.1123722568154335,adamw,mish,sup
400,1.1700308140009856,0.08597768098115921,0.1128256693482399,adamw,mish,sup
450,1.0385293707080498,0.07828386127948761,0.11374542117118835,adamw,mish,sup
500,0.9259432234940392,0.0710904449224472,0.11484790593385696,adamw,mish,sup
550,0.8321046632368166,0.06449030339717865,0.11680036038160324,adamw,mish,sup
600,0.7570554206827889,0.05813165009021759,0.11774220317602158,adamw,mish,sup
650,0.6894516115037683,0.052137210965156555,0.11787144839763641,adamw,mish,sup
700,0.624530493165185,0.04656226187944412,0.11888701468706131,adamw,mish,sup
750,0.5612189893308642,0.04145023971796036,0.12048757821321487,adamw,mish,sup
800,0.5016632199174677,0.03680364042520523,0.12335958331823349,adamw,mish,sup
850,0.4459720975873209,0.032601498067379,0.1263655126094818,adamw,mish,sup
900,0.3988809811198948,0.028811030089855194,0.12811049818992615,adamw,mish,sup
950,0.36016169439315654,0.025417804718017578,0.12880246341228485,adamw,mish,sup
1000,0.32546690250670507,0.02240133285522461,0.13932061195373535,adamw,mish,sup
1050,0.2945451072887104,0.01972728967666626,0.1575257033109665,adamw,mish,sup
1100,0.2668932632619807,0.01736297458410263,0.17385715246200562,adamw,mish,sup
1150,0.2533078580760716,0.015276581048965454,0.19151347875595093,adamw,mish,sup
1200,0.2522345196943933,0.013439416885375977,0.19167578220367432,adamw,mish,sup
1250,0.2490145045493585,0.011822544038295746,0.1898454874753952,adamw,mish,sup
1300,0.24794116616768022,0.010402567684650421,0.1886160671710968,adamw,mish,sup
1350,0.2415011358776106,0.009157590568065643,0.18686296045780182,adamw,mish,sup
1400,0.23935445911425407,0.008068151772022247,0.18642117083072662,adamw,mish,sup
1450,0.23613444396921926,0.007116749882698059,0.1859649121761322,adamw,mish,sup
1500,0.23291442882418445,0.006289780139923096,0.1843044012784958,adamw,mish,sup
1,2.1981970056770956,0.13648122549057007,0.15434299409389496,ranger,tanh,quadratic
50,2.1915989619485123,0.13809144496917725,0.15660138428211212,ranger,tanh,quadratic
100,2.1309675284995953,0.1389809250831604,0.1611759066581726,ranger,tanh,quadratic
150,1.96996323363356,0.13156861066818237,0.16129598021507263,ranger,tanh,quadratic
200,1.768218200272338,0.12039607763290405,0.15848855674266815,ranger,tanh,quadratic
250,1.5525789902330531,0.10651159286499023,0.15148800611495972,ranger,tanh,quadratic
300,1.3482838610560837,0.09401734173297882,0.13714757561683655,ranger,tanh,quadratic
350,1.1677502319854227,0.08619179576635361,0.12360219657421112,ranger,tanh,quadratic
400,1.0162938270790625,0.07879488170146942,0.11469462513923645,ranger,tanh,quadratic
450,0.8937134609018138,0.07201547920703888,0.11080106347799301,ranger,tanh,quadratic
500,0.7963534021479644,0.0659085214138031,0.10823335498571396,ranger,tanh,quadratic
550,0.7196526178091399,0.06043843924999237,0.10485019534826279,ranger,tanh,quadratic
600,0.6586139656480335,0.0555105060338974,0.10146778076887131,ranger,tanh,quadratic
650,0.6087098234579467,0.05100274085998535,0.1063150018453598,ranger,tanh,quadratic
700,0.567123005543853,0.04683060944080353,0.13586528599262238,ranger,tanh,quadratic
750,0.5313047263175217,0.04294492304325104,0.16177068650722504,ranger,tanh,quadratic
800,0.5002823383819327,0.039325714111328125,0.18234868347644806,ranger,tanh,quadratic
850,0.48729562528193426,0.035965532064437866,0.19648738205432892,ranger,tanh,quadratic
900,0.4969556707170387,0.032863616943359375,0.19472834467887878,ranger,tanh,quadratic
950,0.5001756858620735,0.030011698603630066,0.19399785995483398,ranger,tanh,quadratic
1000,0.498029009098717,0.027433231472969055,0.19181035459041595,ranger,tanh,quadratic
1050,0.51580670013627,0.0251084566116333,0.17961826920509338,ranger,tanh,quadratic
1100,0.5414968551471568,0.023037821054458618,0.16762793064117432,ranger,tanh,quadratic
1150,0.5629036143604575,0.021189674735069275,0.157930389046669,ranger,tanh,quadratic
1200,0.5812378900471035,0.019561797380447388,0.149286150932312,ranger,tanh,quadratic
1250,0.5967412881611737,0.018915414810180664,0.14273124933242798,ranger,tanh,quadratic
1300,0.6099012133388794,0.019941270351409912,0.1361735612154007,ranger,tanh,quadratic
1350,0.6210119426804708,0.0208742618560791,0.13159900903701782,ranger,tanh,quadratic
1400,0.6304447946641799,0.0216977596282959,0.12710881233215332,ranger,tanh,quadratic
1450,0.6388444012282217,0.022398650646209717,0.12377674132585526,ranger,tanh,quadratic
1500,0.6458321066202708,0.02303069829940796,0.12038872390985489,ranger,tanh,quadratic
1,2.1981970056770956,0.13648122549057007,0.15434299409389496,ranger,tanh,robust
50,2.1910805049201554,0.13908356428146362,0.1579543501138687,ranger,tanh,robust
100,2.15421161975956,0.14554953575134277,0.16914382576942444,ranger,tanh,robust
150,2.0308379763323274,0.13992488384246826,0.16886337101459503,ranger,tanh,robust
200,1.8611687538301191,0.1315646767616272,0.1684255599975586,ranger,tanh,robust
250,1.6668945067463523,0.12154841423034668,0.16717228293418884,ranger,tanh,robust
300,1.4729744141603487,0.1107836365699768,0.1640709787607193,ranger,tanh,robust
350,1.2809405251073824,0.09951728582382202,0.1587112545967102,ranger,tanh,robust
400,1.090782161233192,0.08643841743469238,0.1471046805381775,ranger,tanh,robust
450,0.955574542875151,0.07244575023651123,0.1385757476091385,ranger,tanh,robust
500,0.8332438405512089,0.06064361333847046,0.13400597870349884,ranger,tanh,robust
550,0.7228934000603144,0.05087685585021973,0.1305217146873474,ranger,tanh,robust
600,0.6239939549970976,0.04452674090862274,0.12973882257938385,ranger,tanh,robust
650,0.5360016626750654,0.03883524239063263,0.13097865879535675,ranger,tanh,robust
700,0.45885215816746017,0.0337882936000824,0.1337927132844925,ranger,tanh,robust
750,0.39613091182941135,0.02935132384300232,0.13626107573509216,ranger,tanh,robust
800,0.3539236684304737,0.025463148951530457,0.1355896294116974,ranger,tanh,robust
850,0.31740107640254184,0.022072985768318176,0.13626982271671295,ranger,tanh,robust
900,0.286244521169243,0.019127026200294495,0.13651704788208008,ranger,tanh,robust
950,0.2592634317418424,0.0165683776140213,0.1375236213207245,ranger,tanh,robust
1000,0.25548729052734553,0.014357239007949829,0.13880541920661926,ranger,tanh,robust
1050,0.26741507774834933,0.012446150183677673,0.13649120926856995,ranger,tanh,robust
1100,0.27617263846995277,0.010805502533912659,0.134977325797081,ranger,tanh,robust
1150,0.28248269419036603,0.009396061301231384,0.13379046320915222,ranger,tanh,robust
1200,0.28700245503196437,0.008194923400878906,0.13257120549678802,ranger,tanh,robust
1250,0.29018630789753835,0.007171235978603363,0.1310913860797882,ranger,tanh,robust
1300,0.2924139567214268,0.006302535533905029,0.13007278740406036,ranger,tanh,robust
1350,0.2939563565540826,0.0055689215660095215,0.1284756064414978,ranger,tanh,robust
1400,0.29503965266488774,0.004949107766151428,0.12799112498760223,ranger,tanh,robust
1450,0.2956926700592096,0.004529774188995361,0.12769806385040283,ranger,tanh,robust
1500,0.2960223233024106,0.004273653030395508,0.12665565311908722,ranger,tanh,robust
1,2.1981970056770956,0.13648122549057007,0.15434299409389496,ranger,tanh,sobolev
50,2.1911120814033076,0.13655370473861694,0.15472199022769928,ranger,tanh,sobolev
100,2.1172253382134696,0.1338213086128235,0.1555354744195938,ranger,tanh,sobolev
150,1.9574314315273589,0.12596005201339722,0.154427632689476,ranger,tanh,sobolev
200,1.76421873077762,0.11600524187088013,0.1521676480770111,ranger,tanh,sobolev
250,1.559269667047067,0.10421222448348999,0.14680536091327667,ranger,tanh,sobolev
300,1.362503891317549,0.09487337619066238,0.13648374378681183,ranger,tanh,sobolev
350,1.1858270479650377,0.08686548471450806,0.1252405345439911,ranger,tanh,sobolev
400,1.0353097486312701,0.07934944331645966,0.1183997392654419,ranger,tanh,sobolev
450,0.9121927132631823,0.07253966480493546,0.11201426386833191,ranger,tanh,sobolev
500,0.8137930544862095,0.06649976968765259,0.1104157492518425,ranger,tanh,sobolev
550,0.7362202482236474,0.06118473410606384,0.10780925303697586,ranger,tanh,sobolev
600,0.6748127015052149,0.05646860599517822,0.1044502928853035,ranger,tanh,sobolev
650,0.6248414756662731,0.05219963192939758,0.10146865248680115,ranger,tanh,sobolev
700,0.5832546577521794,0.04826202988624573,0.11365828663110733,ranger,tanh,sobolev
750,0.5476711385411523,0.044595569372177124,0.1363840401172638,ranger,tanh,sobolev
800,0.5163804487658317,0.04118181765079498,0.15377812087535858,ranger,tanh,sobolev
850,0.48840997378488515,0.038010433316230774,0.16683493554592133,ranger,tanh,sobolev
900,0.46349144451426916,0.03508788347244263,0.17535275220870972,ranger,tanh,sobolev
950,0.4401156426331882,0.03239727020263672,0.18106015026569366,ranger,tanh,sobolev
1000,0.41821548449278734,0.029920637607574463,0.18367747962474823,ranger,tanh,sobolev
1050,0.39621473363479204,0.02755691111087799,0.18659108877182007,ranger,tanh,sobolev
1100,0.39690250481399425,0.02528853714466095,0.18179188668727875,ranger,tanh,sobolev
1150,0.4003701529596848,0.023155763745307922,0.17290940880775452,ranger,tanh,sobolev
1200,0.39716035758928026,0.02121049165725708,0.16629822552204132,ranger,tanh,sobolev
1250,0.38904690471488507,0.01944643259048462,0.16228637099266052,ranger,tanh,sobolev
1300,0.37808056244563365,0.01784379780292511,0.15790961682796478,ranger,tanh,sobolev
1350,0.3658891574482704,0.01641148328781128,0.15595655143260956,ranger,tanh,sobolev
1400,0.353460601270385,0.01620185375213623,0.15472319722175598,ranger,tanh,sobolev
1450,0.34173825772399935,0.015929877758026123,0.15308350324630737,ranger,tanh,sobolev
1500,0.33071898226307334,0.0156366229057312,0.1526039093732834,ranger,tanh,sobolev
1,2.1981970056770956,0.13648122549057007,0.15434299409389496,ranger,tanh,sup
50,2.197073485581528,0.13573747873306274,0.15346737205982208,ranger,tanh,sup
100,2.155933389739252,0.13332819938659668,0.15286710858345032,ranger,tanh,sup
150,1.9961328008928063,0.12475842237472534,0.1506488174200058,ranger,tanh,sup
200,1.7959958097628266,0.1140785813331604,0.1475796103477478,ranger,tanh,sup
250,1.593679386181573,0.10541144013404846,0.14281542599201202,ranger,tanh,sup
300,1.4049961419570562,0.09740046411752701,0.13533927500247955,ranger,tanh,sup
350,1.2352616701245163,0.08938174694776535,0.12681381404399872,ranger,tanh,sup
400,1.0859516799360092,0.08153645694255829,0.12469477951526642,ranger,tanh,sup
450,0.9563283822768827,0.07399511337280273,0.122704416513443,ranger,tanh,sup
500,0.8468639831441546,0.06668337434530258,0.12065323442220688,ranger,tanh,sup
550,0.7406034833580059,0.05910146236419678,0.11783497035503387,ranger,tanh,sup
600,0.6414761897296354,0.051888465881347656,0.11722160130739212,ranger,tanh,sup
650,0.5639033834670732,0.045352354645729065,0.11572843044996262,ranger,tanh,sup
700,0.49830360003052876,0.03950001299381256,0.11308924108743668,ranger,tanh,sup
750,0.4420272973357372,0.034315407276153564,0.11141709983348846,ranger,tanh,sup
800,0.3941354025657937,0.029759839177131653,0.11107485741376877,ranger,tanh,sup
850,0.3526995556173115,0.02577216923236847,0.12640538811683655,ranger,tanh,sup
900,0.31679738907422367,0.02229541540145874,0.14658896625041962,ranger,tanh,sup
950,0.2855402411233304,0.019272446632385254,0.16720488667488098,ranger,tanh,sup
1000,0.2904661724951048,0.016654804348945618,0.16571293771266937,ranger,tanh,sup
1050,0.29878533108962146,0.014392942190170288,0.16013889014720917,ranger,tanh,sup
1100,0.303356190804371,0.01244625449180603,0.15593180060386658,ranger,tanh,sup
1150,0.3052402979733814,0.010773181915283203,0.15233691036701202,ranger,tanh,sup
1200,0.30532441457995335,0.009344726800918579,0.1488083302974701,ranger,tanh,sup
1250,0.3041646011821731,0.008130162954330444,0.14675256609916687,ranger,tanh,sup
1300,0.3022773494671226,0.007105603814125061,0.14416052401065826,ranger,tanh,sup
1350,0.2999564124440453,0.0062461718916893005,0.14262522757053375,ranger,tanh,sup
1400,0.2974496851591004,0.005527965724468231,0.14204442501068115,ranger,tanh,sup
1450,0.2948116730769825,0.004929482936859131,0.1397278904914856,ranger,tanh,sup
1500,0.29221794668492884,0.004433333873748779,0.13915705680847168,ranger,tanh,sup
1,2.1981970056770956,0.13527940213680267,0.1236991286277771,ranger,silu,quadratic
50,2.1964154893226424,0.13512170314788818,0.12403798848390579,ranger,silu,quadratic
100,2.179251639876662,0.1336219608783722,0.1270582675933838,ranger,silu,quadratic
150,2.127098295620037,0.12975016236305237,0.13362014293670654,ranger,silu,quadratic
200,2.027891274647276,0.12437757104635239,0.1384701430797577,ranger,silu,quadratic
250,1.8934341546107987,0.1179952621459961,0.1416490375995636,ranger,silu,quadratic
300,1.7357452594530136,0.11074721068143845,0.14425259828567505,ranger,silu,quadratic
350,1.5706893480370956,0.10508304834365845,0.14523917436599731,ranger,silu,quadratic
400,1.408752433224675,0.09970980882644653,0.1453886479139328,ranger,silu,quadratic
450,1.2567258173030482,0.09441196918487549,0.14359267055988312,ranger,silu,quadratic
500,1.1422898908809647,0.08947974443435669,0.14344888925552368,ranger,silu,quadratic
550,1.0709302490139558,0.0850948691368103,0.14173614978790283,ranger,silu,quadratic
600,1.0054725925072852,0.08135265111923218,0.140973761677742,ranger,silu,quadratic
650,0.9480630085219264,0.07831740379333496,0.1414337158203125,ranger,silu,quadratic
700,0.8987014970578796,0.07595717906951904,0.14221054315567017,ranger,silu,quadratic
750,0.8570606977700981,0.07417994737625122,0.1443457007408142,ranger,silu,quadratic
800,0.8211038619838761,0.07285642623901367,0.14616982638835907,ranger,silu,quadratic
850,0.7921237256785628,0.07184344530105591,0.14826245605945587,ranger,silu,quadratic
900,0.7792436650984236,0.0709792971611023,0.14974182844161987,ranger,silu,quadratic
950,0.7685102812816409,0.07013815641403198,0.14938917756080627,ranger,silu,quadratic
1000,0.7574070857482704,0.06918424367904663,0.1483185887336731,ranger,silu,quadratic
1050,0.7488245714228977,0.06805580854415894,0.14778856933116913,ranger,silu,quadratic
1100,0.7391692428068534,0.06669753789901733,0.14769074320793152,ranger,silu,quadratic
1150,0.7262954713187942,0.06514918804168701,0.14744308590888977,ranger,silu,quadratic
1200,0.7123488855400636,0.0633615255355835,0.14715972542762756,ranger,silu,quadratic
1250,0.6951838568893182,0.061403632164001465,0.14697855710983276,ranger,silu,quadratic
1300,0.6812372055992116,0.05933576822280884,0.14655515551567078,ranger,silu,quadratic
1350,0.6643964582588487,0.05719643831253052,0.14576546847820282,ranger,silu,quadratic
1400,0.6493697209153529,0.055020689964294434,0.14500001072883606,ranger,silu,quadratic
1450,0.6343429835718571,0.052861571311950684,0.14493373036384583,ranger,silu,quadratic
1500,0.6193162462283615,0.05078089237213135,0.15203145146369934,ranger,silu,quadratic
1,2.1981970056770956,0.13527940213680267,0.1236991286277771,ranger,silu,robust
50,2.1963955738643888,0.13510383665561676,0.12403914332389832,ranger,silu,robust
100,2.177079020608475,0.13320040702819824,0.12814804911613464,ranger,silu,robust
150,2.1150698829257513,0.12860634922981262,0.13586637377738953,ranger,silu,robust
200,2.004681904416503,0.12254474312067032,0.14164064824581146,ranger,silu,robust
250,1.8613472068178931,0.1168012022972107,0.14676347374916077,ranger,silu,robust
300,1.6952568707775428,0.11327844858169556,0.15094207227230072,ranger,silu,robust
350,1.5219254313434143,0.10827493667602539,0.1535048633813858,ranger,silu,robust
400,1.3516376504305732,0.10219556093215942,0.153275266289711,ranger,silu,robust
450,1.1980898603620609,0.09541785717010498,0.14944812655448914,ranger,silu,robust
500,1.106878371787192,0.08828610181808472,0.1444154530763626,ranger,silu,robust
550,1.0183495085413843,0.08110809326171875,0.14027848839759827,ranger,silu,robust
600,0.9335764779835649,0.07410305738449097,0.13843555748462677,ranger,silu,robust
650,0.8541688291066201,0.06743377447128296,0.13688096404075623,ranger,silu,robust
700,0.7806631000786374,0.061215877532958984,0.13660834729671478,ranger,silu,robust
750,0.7137700238160491,0.05551975965499878,0.13610446453094482,ranger,silu,robust
800,0.6541997436329051,0.05036133527755737,0.13777866959571838,ranger,silu,robust
850,0.6010694937398309,0.045750319957733154,0.140512153506279,ranger,silu,robust
900,0.5531709168095522,0.0416983962059021,0.14363853633403778,ranger,silu,robust
950,0.5224606905798163,0.03817349672317505,0.14664265513420105,ranger,silu,robust
1000,0.5012490242437518,0.035112977027893066,0.18147139251232147,ranger,silu,robust
1050,0.5474025746559174,0.03248143196105957,0.1868884563446045,ranger,silu,robust
1100,0.6107295391749352,0.030231356620788574,0.18594498932361603,ranger,silu,robust
1150,0.6676164734038835,0.028325259685516357,0.18468289077281952,ranger,silu,robust
1200,0.7148433621977274,0.02669161558151245,0.18397624790668488,ranger,silu,robust
1250,0.7599235742282147,0.025287508964538574,0.18315275013446808,ranger,silu,robust
1300,0.7964170792052758,0.02410101890563965,0.1830892115831375,ranger,silu,robust
1350,0.828617230655624,0.023109614849090576,0.1826615333557129,ranger,silu,robust
1400,0.8575973669609372,0.022249221801757812,0.18212738633155823,ranger,silu,robust
1450,0.8822841497395374,0.021520137786865234,0.1822008341550827,ranger,silu,robust
1500,0.900530902228068,0.02092301845550537,0.18173809349536896,ranger,silu,robust
1,2.1981970056770956,0.13527940213680267,0.1236991286277771,ranger,silu,sobolev
50,2.196410641480831,0.13512980937957764,0.12403824180364609,ranger,silu,sobolev
